table_i,table_j,n_cols_i,n_cols_j,n_cross_pairs,n_matches,raw_sim,M_max,CR,Sim_T,norm_changed
ORDERS.29,orders_df.8,0,0,2,1,0.394497,1,1.0,0.394497,False
ORDERS.29,ORDERS.8,0,0,2,1,0.394477,1,1.0,0.394477,False
ORDERS.34,ORDERS.9,0,0,1,1,0.394474,1,1.0,0.394474,False
ORDERS.10,ORDERS.34,0,0,1,1,0.394472,1,1.0,0.394472,False
ORDERS,ORDERS.23,72,0,36,1,0.394471,1,1.0,0.394471,False
ORDERS.31,ORDERS.9,0,0,2,1,0.394462,1,1.0,0.394462,False
ORDERS.10,ORDERS.31,0,0,2,1,0.39446,1,1.0,0.39446,False
CUSTOMER,orders_df.29,36,0,33,1,0.394457,1,1.0,0.394457,False
INVENTORY,orders_df.20,3,0,3,1,0.394448,1,1.0,0.394448,False
ORDERS.34,orders_df.0,0,0,1,1,0.394447,1,1.0,0.394447,False
orders_df.31,prod_df.25,0,0,2,1,0.394444,1,1.0,0.394444,False
orderlines_df.1,orders_df.34,0,0,2,1,0.394443,1,1.0,0.394443,False
ORDERS.31,orders_df.0,0,0,2,1,0.394434,1,1.0,0.394434,False
ORDERS.10,ORDERS.8,0,0,2,1,0.394427,1,1.0,0.394427,False
ORDERS.73,prod_df,0,7,6,1,0.394425,1,1.0,0.394425,False
ORDERS.0,ORDERS.34,0,0,1,1,0.39442,1,1.0,0.39442,False
orders_df.31,orders_df.67,0,0,2,1,0.394413,1,1.0,0.394413,False
ORDERS.10,ORDERS.9,0,0,1,1,0.394412,1,1.0,0.394412,False
ORDERLINES.1,ORDERS.29,0,0,2,1,0.394397,1,1.0,0.394397,False
orders_df.31,orders_df.73,0,0,2,1,0.394395,1,1.0,0.394395,False
inv_df,orders_df.67,3,0,3,1,0.39439,1,1.0,0.39439,False
ORDERLINES,orders_df.25,40,0,38,1,0.394376,1,1.0,0.394376,False
ORDERS.29,prod_df,0,7,6,1,0.394361,1,1.0,0.394361,False
cust_df,orders_df.29,36,0,33,1,0.394358,1,1.0,0.394358,False
ORDERS.34,orderlines_df.1,0,0,2,1,0.394353,1,1.0,0.394353,False
inv_df,orders_df.20,3,0,3,1,0.394353,1,1.0,0.394353,False
ORDERS.5,orders_df.31,0,0,2,1,0.394335,1,1.0,0.394335,False
orderlines_df,orders_df.25,40,0,38,1,0.394331,1,1.0,0.394331,False
orders_df.14,orders_df.8,0,0,2,1,0.394328,1,1.0,0.394328,False
ORDERS.73,orders_df.31,0,0,2,1,0.394311,1,1.0,0.394311,False
ORDERS.31,orders_df.5,0,0,2,1,0.394309,1,1.0,0.394309,False
INVENTORY,ORDERS.20,3,0,3,1,0.394282,1,1.0,0.394282,False
ORDERS.67,orders_df.31,0,0,2,1,0.394269,1,1.0,0.394269,False
ORDERS.31,prod_df.25,0,0,2,1,0.394251,1,1.0,0.394251,False
orderlines_df.1,orders_df.29,0,0,2,1,0.394242,1,1.0,0.394242,False
ORDERS.67,inv_df,0,3,3,1,0.394224,1,1.0,0.394224,False
ORDERLINES,ORDERS.25,40,0,38,1,0.394221,1,1.0,0.394221,False
ORDERS.29,cust_df,0,36,33,1,0.39422,1,1.0,0.39422,False
ORDERS.31,orders_df.67,0,0,2,1,0.394218,1,1.0,0.394218,False
ORDERS.31,orders_df.73,0,0,2,1,0.394202,1,1.0,0.394202,False
ORDERS.20,inv_df,0,3,3,1,0.39419,1,1.0,0.39419,False
CUSTOMER,orders_df.67,36,0,33,1,0.394182,1,1.0,0.394182,False
PRODUCTS.25,orders_df.31,0,0,2,1,0.394178,1,1.0,0.394178,False
ORDERS.25,orderlines_df,0,40,38,1,0.394177,1,1.0,0.394177,False
cust_df,orders_df.67,36,0,33,1,0.394158,1,1.0,0.394158,False
CUSTOMER,ORDERS.29,36,0,33,1,0.394153,1,1.0,0.394153,False
PRODUCTS,orders_df.73,7,0,6,1,0.394148,1,1.0,0.394148,False
ORDERS.31,ORDERS.5,0,0,2,1,0.394144,1,1.0,0.394144,False
PRODUCTS,orders_df.29,7,0,6,1,0.394137,1,1.0,0.394137,False
orders_df.28,orders_df.5,0,0,1,1,0.394137,1,1.0,0.394137,False
ORDERS.14,orders_df.8,0,0,2,1,0.394132,1,1.0,0.394132,False
orders_df.14,orders_df.25,0,0,1,1,0.394126,1,1.0,0.394126,False
CUSTOMER,ORDERS.67,36,0,33,1,0.394124,1,1.0,0.394124,False
orders_df,orders_df.67,72,0,36,1,0.394121,1,1.0,0.394121,False
ORDERS.31,ORDERS.73,0,0,2,1,0.394121,1,1.0,0.394121,False
ORDERS.29,orderlines_df.1,0,0,2,1,0.394107,1,1.0,0.394107,False
orders_df,orders_df.73,72,0,36,1,0.394103,1,1.0,0.394103,False
ORDERS.67,cust_df,0,36,33,1,0.3941,1,1.0,0.3941,False
ORDERS.8,orders_df.14,0,0,2,1,0.394089,1,1.0,0.394089,False
CUSTOMER,orders_df.264,36,0,33,1,0.394083,1,1.0,0.394083,False
ORDERS.31,ORDERS.67,0,0,2,1,0.394081,1,1.0,0.394081,False
orders_df.73,prod_df.25,0,0,1,1,0.394065,1,1.0,0.394065,False
ORDERS.73,PRODUCTS,0,7,6,1,0.394055,1,1.0,0.394055,False
orders_df.0,orders_df.14,0,0,1,1,0.394046,1,1.0,0.394046,False
orders_df.14,orders_df.2,0,0,1,1,0.394035,1,1.0,0.394035,False
orders_df.20,prod_df,0,7,6,1,0.394031,1,1.0,0.394031,False
ORDERS.28,orders_df.5,0,0,1,1,0.394027,1,1.0,0.394027,False
orders_df.28,orders_df.73,0,0,1,1,0.394025,1,1.0,0.394025,False
ORDERS.0,orders_df.14,0,0,1,1,0.394019,1,1.0,0.394019,False
ORDERS.73,orders_df,0,72,36,1,0.394018,1,1.0,0.394018,False
ORDERS.31,PRODUCTS.25,0,0,2,1,0.393996,1,1.0,0.393996,False
ORDERS.29,PRODUCTS,0,7,6,1,0.393992,1,1.0,0.393992,False
orders_df.14,orders_df.31,0,0,2,1,0.393988,1,1.0,0.393988,False
ORDERS.0,ORDERS.14,0,0,1,1,0.393982,1,1.0,0.393982,False
INVENTORY,prod_df.25,3,0,3,1,0.393982,1,1.0,0.393982,False
ORDERS.73,prod_df.25,0,0,1,1,0.393981,1,1.0,0.393981,False
ORDERS.67,orders_df,0,72,36,1,0.393975,1,1.0,0.393975,False
ORDERS.25,orders_df.14,0,0,1,1,0.393965,1,1.0,0.393965,False
ORDERS.5,orders_df.28,0,0,1,1,0.393964,1,1.0,0.393964,False
CUSTOMER,ORDERS.264,36,0,33,1,0.393959,1,1.0,0.393959,False
INVENTORY,orders_df.28,3,0,3,1,0.393956,1,1.0,0.393956,False
ORDERS,orders_df.67,72,0,36,1,0.393945,1,1.0,0.393945,False
ORDERS.14,orders_df.25,0,0,1,1,0.393941,1,1.0,0.393941,False
ORDERS.73,orders_df.28,0,0,1,1,0.39394,1,1.0,0.39394,False
ORDERS,orders_df.73,72,0,36,1,0.393928,1,1.0,0.393928,False
ORDERS.28,orders_df.73,0,0,1,1,0.393917,1,1.0,0.393917,False
ORDERS,ORDERS.73,72,0,36,1,0.393904,1,1.0,0.393904,False
ORDERS.14,ORDERS.8,0,0,2,1,0.393902,1,1.0,0.393902,False
ORDERS.20,prod_df,0,7,6,1,0.393878,1,1.0,0.393878,False
ORDERS.14,orders_df.0,0,0,1,1,0.39386,1,1.0,0.39386,False
ORDERS.2,orders_df.14,0,0,1,1,0.39386,1,1.0,0.39386,False
ORDERS.28,ORDERS.5,0,0,1,1,0.393858,1,1.0,0.393858,False
PRODUCTS,orders_df.20,7,0,6,1,0.393855,1,1.0,0.393855,False
ORDERS.31,orders_df.14,0,0,2,1,0.393846,1,1.0,0.393846,False
ORDERS.28,ORDERS.73,0,0,1,1,0.393842,1,1.0,0.393842,False
ORDERS.14,orders_df.2,0,0,1,1,0.393841,1,1.0,0.393841,False
CUSTOMER,orders_df.2,36,0,33,1,0.393828,1,1.0,0.393828,False
INVENTORY,ORDERS.28,3,0,3,1,0.393823,1,1.0,0.393823,False
orders_df.23,orders_df.5,0,0,1,1,0.393809,1,1.0,0.393809,False
ORDERS,ORDERS.67,72,0,36,1,0.393805,1,1.0,0.393805,False
PRODUCTS.25,orders_df.73,0,0,1,1,0.393799,1,1.0,0.393799,False
ORDERS.14,orders_df.31,0,0,2,1,0.393796,1,1.0,0.393796,False
orders_df.20,orders_df.31,0,0,2,1,0.39379,1,1.0,0.39379,False
ORDERS.14,ORDERS.25,0,0,1,1,0.393787,1,1.0,0.393787,False
cust_df,orders_df.264,36,0,33,1,0.393778,1,1.0,0.393778,False
orders_df.31,orders_df.8,0,0,4,2,0.393766,2,1.0,0.393766,False
orders_df.20,orders_df.34,0,0,1,1,0.393749,1,1.0,0.393749,False
ORDERS.73,PRODUCTS.25,0,0,1,1,0.39372,1,1.0,0.39372,False
ORDERS.20,PRODUCTS,0,7,6,1,0.393706,1,1.0,0.393706,False
ORDERS.14,ORDERS.2,0,0,1,1,0.393674,1,1.0,0.393674,False
inv_df,prod_df.25,3,0,3,1,0.393674,1,1.0,0.393674,False
ORDERS.34,orders_df.20,0,0,1,1,0.393662,1,1.0,0.393662,False
ORDERS.14,ORDERS.31,0,0,2,1,0.39366,1,1.0,0.39366,False
INVENTORY,PRODUCTS.25,3,0,3,1,0.393655,1,1.0,0.393655,False
ORDERS.264,cust_df,0,36,33,1,0.393652,1,1.0,0.393652,False
orders_df.29,orders_df.31,0,0,2,1,0.393651,1,1.0,0.393651,False
ORDERS.31,orders_df.20,0,0,2,1,0.39365,1,1.0,0.39365,False
ORDERS.20,orders_df.31,0,0,2,1,0.39365,1,1.0,0.39365,False
ORDERS.23,orders_df.5,0,0,1,1,0.393648,1,1.0,0.393648,False
orders_df.20,orders_df.9,0,0,1,1,0.393648,1,1.0,0.393648,False
inv_df,orders_df.28,3,0,3,1,0.393644,1,1.0,0.393644,False
ORDERS.5,orders_df.23,0,0,1,1,0.393638,1,1.0,0.393638,False
ORDERS.8,orders_df.31,0,0,4,2,0.393637,2,1.0,0.393637,False
ORDERS.20,orders_df.34,0,0,1,1,0.393611,1,1.0,0.393611,False
orders_df.29,orders_df.34,0,0,1,1,0.393611,1,1.0,0.393611,False
ORDERS.31,orders_df.8,0,0,4,2,0.393593,2,1.0,0.393593,False
CUSTOMER,ORDERS.2,36,0,33,1,0.393579,1,1.0,0.393579,False
cust_df,orders_df.2,36,0,33,1,0.393567,1,1.0,0.393567,False
orders_df.25,orders_df.8,0,0,2,1,0.393561,1,1.0,0.393561,False
ORDERS.20,ORDERS.34,0,0,1,1,0.393527,1,1.0,0.393527,False
ORDERS.34,orders_df.29,0,0,1,1,0.393523,1,1.0,0.393523,False
ORDERS.29,orders_df.31,0,0,2,1,0.393519,1,1.0,0.393519,False
ORDERS.28,inv_df,0,3,3,1,0.393518,1,1.0,0.393518,False
ORDERS.20,ORDERS.31,0,0,2,1,0.393515,1,1.0,0.393515,False
ORDERS.31,orders_df.29,0,0,2,1,0.393511,1,1.0,0.393511,False
ORDERS.20,orders_df.9,0,0,1,1,0.393507,1,1.0,0.393507,False
orders_df.25,orders_df.9,0,0,1,1,0.393501,1,1.0,0.393501,False
ORDERS.23,ORDERS.5,0,0,1,1,0.393482,1,1.0,0.393482,False
ORDERS.29,orders_df.34,0,0,1,1,0.39348,1,1.0,0.39348,False
ORDERS.31,ORDERS.8,0,0,4,2,0.393471,2,1.0,0.393471,False
INVENTORY,orders_df.25,3,0,3,1,0.393465,1,1.0,0.393465,False
ORDERS.9,orders_df.20,0,0,1,1,0.39346,1,1.0,0.39346,False
ORDERS.25,orders_df.8,0,0,2,1,0.393396,1,1.0,0.393396,False
ORDERS.29,ORDERS.34,0,0,1,1,0.393394,1,1.0,0.393394,False
ORDERS.2,cust_df,0,36,33,1,0.393391,1,1.0,0.393391,False
ORDERS.29,ORDERS.31,0,0,2,1,0.393382,1,1.0,0.393382,False
PRODUCTS.25,inv_df,0,3,3,1,0.393365,1,1.0,0.393365,False
orders_df.23,orders_df.8,0,0,2,1,0.393363,1,1.0,0.393363,False
ORDERS.8,orders_df.23,0,0,2,1,0.393343,1,1.0,0.393343,False
ORDERS.25,orders_df.9,0,0,1,1,0.393337,1,1.0,0.393337,False
ORDERS.8,orders_df.25,0,0,2,1,0.393329,1,1.0,0.393329,False
ORDERS.20,ORDERS.9,0,0,1,1,0.393324,1,1.0,0.393324,False
ORDERS.9,orders_df.25,0,0,1,1,0.393314,1,1.0,0.393314,False
inv_df,orders_df.25,3,0,3,1,0.393303,1,1.0,0.393303,False
orders_df.0,orders_df.29,0,0,1,1,0.393292,1,1.0,0.393292,False
orders_df.0,orders_df.25,0,0,1,1,0.393287,1,1.0,0.393287,False
INVENTORY,ORDERS.25,3,0,3,1,0.393272,1,1.0,0.393272,False
ORDERLINES.1,orders_df.23,0,0,2,1,0.393269,1,1.0,0.393269,False
ORDERS.0,orders_df.29,0,0,1,1,0.393266,1,1.0,0.393266,False
ORDERS.0,orders_df.25,0,0,1,1,0.393261,1,1.0,0.393261,False
ORDERS.0,ORDERS.29,0,0,1,1,0.393239,1,1.0,0.393239,False
orders_df.10,orders_df.25,0,0,1,1,0.393211,1,1.0,0.393211,False
ORDERS.23,orders_df.8,0,0,2,1,0.3932,1,1.0,0.3932,False
orders_df.10,prod_df,0,7,6,1,0.39319,1,1.0,0.39319,False
orders_df.25,orders_df.34,0,0,1,1,0.393185,1,1.0,0.393185,False
ORDERS.23,ORDERS.8,0,0,2,1,0.393181,1,1.0,0.393181,False
ORDERS.25,ORDERS.8,0,0,2,1,0.393172,1,1.0,0.393172,False
ORDERS.29,orders_df.0,0,0,1,1,0.393164,1,1.0,0.393164,False
ORDERS.25,ORDERS.9,0,0,1,1,0.393157,1,1.0,0.393157,False
ORDERS.25,orders_df.0,0,0,1,1,0.393131,1,1.0,0.393131,False
ORDERS.25,inv_df,0,3,3,1,0.393115,1,1.0,0.393115,False
ORDERS.0,ORDERS.25,0,0,1,1,0.393105,1,1.0,0.393105,False
ORDERS.34,orders_df.25,0,0,1,1,0.393099,1,1.0,0.393099,False
ORDERLINES.1,ORDERS.23,0,0,2,1,0.393096,1,1.0,0.393096,False
ORDERLINES.1,orders_df.25,0,0,2,1,0.393065,1,1.0,0.393065,False
ORDERS.25,orders_df.10,0,0,1,1,0.393053,1,1.0,0.393053,False
ORDERS.10,orders_df.25,0,0,1,1,0.393038,1,1.0,0.393038,False
ORDERS.25,orders_df.34,0,0,1,1,0.393025,1,1.0,0.393025,False
INVENTORY,orders_df.73,3,0,3,1,0.392997,1,1.0,0.392997,False
ORDERS.10,prod_df,0,7,6,1,0.392981,1,1.0,0.392981,False
orderlines_df.1,orders_df.23,0,0,2,1,0.392973,1,1.0,0.392973,False
ORDERS.25,ORDERS.34,0,0,1,1,0.392942,1,1.0,0.392942,False
orders_df.8,prod_df.25,0,0,2,1,0.392933,1,1.0,0.392933,False
ORDERS.8,prod_df.25,0,0,2,1,0.392913,1,1.0,0.392913,False
INVENTORY,ORDERS.73,3,0,3,1,0.392895,1,1.0,0.392895,False
ORDERLINES.1,ORDERS.25,0,0,2,1,0.392892,1,1.0,0.392892,False
ORDERS.10,ORDERS.25,0,0,1,1,0.392885,1,1.0,0.392885,False
orders_df.14,orders_df.20,0,0,1,1,0.392844,1,1.0,0.392844,False
ORDERLINES.1,prod_df.25,0,0,2,1,0.392838,1,1.0,0.392838,False
inv_df,orders_df.73,3,0,3,1,0.392833,1,1.0,0.392833,False
PRODUCTS,orders_df.10,7,0,6,1,0.392814,1,1.0,0.392814,False
ORDERS.23,orderlines_df.1,0,0,2,1,0.39281,1,1.0,0.39281,False
orderlines_df.1,orders_df.25,0,0,2,1,0.392774,1,1.0,0.392774,False
ORDERS.73,inv_df,0,3,3,1,0.392734,1,1.0,0.392734,False
orders_df.14,orders_df.29,0,0,1,1,0.392706,1,1.0,0.392706,False
ORDERS.20,orders_df.14,0,0,1,1,0.392706,1,1.0,0.392706,False
PRODUCTS.25,orders_df.8,0,0,2,1,0.39266,1,1.0,0.39266,False
ORDERS.14,orders_df.20,0,0,1,1,0.392657,1,1.0,0.392657,False
ORDERS.8,PRODUCTS.25,0,0,2,1,0.392641,1,1.0,0.392641,False
orders_df.34,prod_df,0,7,6,1,0.392632,1,1.0,0.392632,False
ORDERS.10,PRODUCTS,0,7,6,1,0.392618,1,1.0,0.392618,False
ORDERS.25,orderlines_df.1,0,0,2,1,0.392611,1,1.0,0.392611,False
orders_df.29,orders_df.5,0,0,1,1,0.392592,1,1.0,0.392592,False
ORDERS.29,orders_df.14,0,0,1,1,0.392574,1,1.0,0.392574,False
ORDERLINES.1,PRODUCTS.25,0,0,2,1,0.392547,1,1.0,0.392547,False
orderlines_df.1,prod_df.25,0,0,2,1,0.392544,1,1.0,0.392544,False
ORDERS.34,prod_df,0,7,6,1,0.39253,1,1.0,0.39253,False
ORDERS.14,ORDERS.20,0,0,1,1,0.392524,1,1.0,0.392524,False
ORDERS.14,orders_df.29,0,0,1,1,0.392517,1,1.0,0.392517,False
orders_df.29,orders_df.73,0,0,1,1,0.39248,1,1.0,0.39248,False
ORDERS,ORDERS.0,72,0,36,1,0.392466,1,1.0,0.392466,False
ORDERS.29,orders_df.5,0,0,1,1,0.392459,1,1.0,0.392459,False
ORDERS.5,orders_df.29,0,0,1,1,0.392419,1,1.0,0.392419,False
INVENTORY,orders_df.29,3,0,3,1,0.392409,1,1.0,0.392409,False
ORDERS.73,orders_df.29,0,0,1,1,0.392395,1,1.0,0.392395,False
orders_df,orders_df.0,72,0,36,1,0.392394,1,1.0,0.392394,False
ORDERS.14,ORDERS.29,0,0,1,1,0.392391,1,1.0,0.392391,False
CUSTOMER,ORDERS.73,36,0,33,1,0.392388,1,1.0,0.392388,False
ORDERS.0,orders_df,0,72,36,1,0.392366,1,1.0,0.392366,False
orders_df.20,orders_df.5,0,0,1,1,0.392365,1,1.0,0.392365,False
ORDERS.29,orders_df.73,0,0,1,1,0.39235,1,1.0,0.39235,False
orders_df.23,orders_df.34,0,0,1,1,0.392343,1,1.0,0.392343,False
orders_df.67,orders_df.8,0,0,2,1,0.392314,1,1.0,0.392314,False
orders_df.73,orders_df.8,0,0,2,1,0.392296,1,1.0,0.392296,False
ORDERS.8,orders_df.67,0,0,2,1,0.392294,1,1.0,0.392294,False
ORDERS.29,ORDERS.5,0,0,1,1,0.392291,1,1.0,0.392291,False
ORDERS.8,orders_df.73,0,0,2,1,0.392276,1,1.0,0.392276,False
PRODUCTS.25,orderlines_df.1,0,0,2,1,0.39227,1,1.0,0.39227,False
ORDERS.29,ORDERS.73,0,0,1,1,0.392268,1,1.0,0.392268,False
PRODUCTS,orders_df.34,7,0,6,1,0.392259,1,1.0,0.392259,False
ORDERS.34,orders_df.23,0,0,1,1,0.392256,1,1.0,0.392256,False
orders_df.20,orders_df.73,0,0,1,1,0.392254,1,1.0,0.392254,False
INVENTORY,ORDERS.29,3,0,3,1,0.39225,1,1.0,0.39225,False
orders_df.23,orders_df.9,0,0,1,1,0.392243,1,1.0,0.392243,False
orders_df.10,orders_df.23,0,0,1,1,0.392226,1,1.0,0.392226,False
ORDERS.20,orders_df.5,0,0,1,1,0.392225,1,1.0,0.392225,False
ORDERLINES.1,orders_df.67,0,0,2,1,0.392222,1,1.0,0.392222,False
ORDERS.73,orders_df.8,0,0,2,1,0.39221,1,1.0,0.39221,False
CUSTOMER,orders_df.73,36,0,33,1,0.392208,1,1.0,0.392208,False
ORDERLINES.1,orders_df.73,0,0,2,1,0.392203,1,1.0,0.392203,False
ORDERS.5,orders_df.20,0,0,1,1,0.392194,1,1.0,0.392194,False
ORDERS,orders_df.0,72,0,36,1,0.392193,1,1.0,0.392193,False
ORDERS.73,ORDERS.8,0,0,2,1,0.39219,1,1.0,0.39219,False
ORDERS.23,orders_df.34,0,0,1,1,0.392184,1,1.0,0.392184,False
ORDERS.73,orders_df.20,0,0,1,1,0.39217,1,1.0,0.39217,False
ORDERLINES.1,ORDERS.73,0,0,2,1,0.392169,1,1.0,0.392169,False
ORDERS.67,orders_df.8,0,0,2,1,0.392167,1,1.0,0.392167,False
ORDERS.34,PRODUCTS,0,7,6,1,0.392164,1,1.0,0.392164,False
ORDERS.67,ORDERS.8,0,0,2,1,0.392147,1,1.0,0.392147,False
ORDERS.20,orders_df.73,0,0,1,1,0.392117,1,1.0,0.392117,False
ORDERS.23,ORDERS.34,0,0,1,1,0.3921,1,1.0,0.3921,False
inv_df,orders_df.29,3,0,3,1,0.392098,1,1.0,0.392098,False
ORDERS.20,ORDERS.73,0,0,1,1,0.392096,1,1.0,0.392096,False
ORDERS.23,orders_df.9,0,0,1,1,0.39208,1,1.0,0.39208,False
orders_df.28,orders_df.34,0,0,1,1,0.392078,1,1.0,0.392078,False
ORDERS.23,orders_df.10,0,0,1,1,0.392068,1,1.0,0.392068,False
ORDERLINES.1,ORDERS.67,0,0,2,1,0.392065,1,1.0,0.392065,False
ORDERS.20,ORDERS.5,0,0,1,1,0.392059,1,1.0,0.392059,False
ORDERS.9,orders_df.23,0,0,1,1,0.392053,1,1.0,0.392053,False
ORDERS.10,orders_df.23,0,0,1,1,0.39205,1,1.0,0.39205,False
ORDERS.34,orders_df.28,0,0,1,1,0.391991,1,1.0,0.391991,False
orders_df.28,orders_df.9,0,0,1,1,0.391979,1,1.0,0.391979,False
ORDERS.73,cust_df,0,36,33,1,0.391974,1,1.0,0.391974,False
ORDERS.28,orders_df.34,0,0,1,1,0.391969,1,1.0,0.391969,False
orders_df.10,orders_df.28,0,0,1,1,0.391961,1,1.0,0.391961,False
ORDERS.29,inv_df,0,3,3,1,0.391947,1,1.0,0.391947,False
orderlines_df.1,orders_df.67,0,0,2,1,0.391925,1,1.0,0.391925,False
orders_df.34,prod_df.25,0,0,1,1,0.391914,1,1.0,0.391914,False
orderlines_df.1,orders_df.73,0,0,2,1,0.391907,1,1.0,0.391907,False
ORDERS.10,ORDERS.23,0,0,1,1,0.391898,1,1.0,0.391898,False
ORDERS.23,ORDERS.9,0,0,1,1,0.391897,1,1.0,0.391897,False
ORDERS.28,ORDERS.34,0,0,1,1,0.391884,1,1.0,0.391884,False
ORDERS.73,orderlines_df.1,0,0,2,1,0.391875,1,1.0,0.391875,False
ORDERS.28,orders_df.9,0,0,1,1,0.391868,1,1.0,0.391868,False
ORDERS.28,orders_df.10,0,0,1,1,0.391853,1,1.0,0.391853,False
cust_df,orders_df.73,36,0,33,1,0.391846,1,1.0,0.391846,False
ORDERS.34,prod_df.25,0,0,1,1,0.391828,1,1.0,0.391828,False
orders_df.9,prod_df.25,0,0,1,1,0.391813,1,1.0,0.391813,False
orders_df.10,prod_df.25,0,0,1,1,0.391797,1,1.0,0.391797,False
ORDERS.9,orders_df.28,0,0,1,1,0.391788,1,1.0,0.391788,False
ORDERS.10,orders_df.28,0,0,1,1,0.391784,1,1.0,0.391784,False
ORDERS.67,orderlines_df.1,0,0,2,1,0.391777,1,1.0,0.391777,False
orders_df.0,orders_df.28,0,0,1,1,0.39176,1,1.0,0.39176,False
ORDERS.0,ORDERS.28,0,0,1,1,0.391758,1,1.0,0.391758,False
ORDERS.0,orders_df.28,0,0,1,1,0.391733,1,1.0,0.391733,False
ORDERS.28,ORDERS.9,0,0,1,1,0.391681,1,1.0,0.391681,False
ORDERS.10,ORDERS.28,0,0,1,1,0.39168,1,1.0,0.39168,False
ORDERS.28,orders_df.0,0,0,1,1,0.391653,1,1.0,0.391653,False
PRODUCTS.25,orders_df.34,0,0,1,1,0.391646,1,1.0,0.391646,False
ORDERS.9,prod_df.25,0,0,1,1,0.391625,1,1.0,0.391625,False
ORDERS.10,prod_df.25,0,0,1,1,0.391622,1,1.0,0.391622,False
ORDERS.34,PRODUCTS.25,0,0,1,1,0.391565,1,1.0,0.391565,False
PRODUCTS.25,orders_df.9,0,0,1,1,0.391539,1,1.0,0.391539,False
PRODUCTS.25,orders_df.10,0,0,1,1,0.391532,1,1.0,0.391532,False
orders_df.14,orders_df.23,0,0,1,1,0.391438,1,1.0,0.391438,False
CUSTOMER.1,ORDERS.8,0,0,2,1,0.391427,1,1.0,0.391427,False
orders_df.34,orders_df.5,0,0,1,1,0.391389,1,1.0,0.391389,False
orders_df.2,orders_df.67,0,0,1,1,0.391379,1,1.0,0.391379,False
ORDERS.10,PRODUCTS.25,0,0,1,1,0.391367,1,1.0,0.391367,False
ORDERS.9,PRODUCTS.25,0,0,1,1,0.391361,1,1.0,0.391361,False
ORDERS.34,orders_df.5,0,0,1,1,0.3913,1,1.0,0.3913,False
orders_df.34,orders_df.67,0,0,1,1,0.391294,1,1.0,0.391294,False
ORDERS.23,orders_df.14,0,0,1,1,0.391278,1,1.0,0.391278,False
orders_df.34,orders_df.73,0,0,1,1,0.391277,1,1.0,0.391277,False
orders_df.10,orders_df.5,0,0,1,1,0.391271,1,1.0,0.391271,False
ORDERS.14,orders_df.23,0,0,1,1,0.39125,1,1.0,0.39125,False
ORDERS.67,orders_df.2,0,0,1,1,0.391232,1,1.0,0.391232,False
ORDERS.5,orders_df.34,0,0,1,1,0.391216,1,1.0,0.391216,False
ORDERS.34,orders_df.67,0,0,1,1,0.391207,1,1.0,0.391207,False
ORDERS.2,orders_df.67,0,0,1,1,0.391206,1,1.0,0.391206,False
orders_df.67,orders_df.9,0,0,1,1,0.391195,1,1.0,0.391195,False
ORDERS.73,orders_df.34,0,0,1,1,0.391192,1,1.0,0.391192,False
ORDERS.34,orders_df.73,0,0,1,1,0.39119,1,1.0,0.39119,False
orders_df.10,orders_df.67,0,0,1,1,0.391177,1,1.0,0.391177,False
orders_df.73,orders_df.9,0,0,1,1,0.391176,1,1.0,0.391176,False
orders_df.14,orders_df.28,0,0,1,1,0.391174,1,1.0,0.391174,False
orders_df.10,orders_df.73,0,0,1,1,0.39116,1,1.0,0.39116,False
ORDERS.67,orders_df.34,0,0,1,1,0.39115,1,1.0,0.39115,False
ORDERS.34,ORDERS.5,0,0,1,1,0.391131,1,1.0,0.391131,False
ORDERS.34,ORDERS.73,0,0,1,1,0.391106,1,1.0,0.391106,False
ORDERS.5,orders_df.10,0,0,1,1,0.3911,1,1.0,0.3911,False
ORDERS.14,ORDERS.23,0,0,1,1,0.391097,1,1.0,0.391097,False
ORDERS.10,orders_df.5,0,0,1,1,0.391091,1,1.0,0.391091,False
ORDERS.73,orders_df.9,0,0,1,1,0.39109,1,1.0,0.39109,False
ORDERS.73,orders_df.10,0,0,1,1,0.391076,1,1.0,0.391076,False
CUSTOMER.1,orders_df.8,0,0,2,1,0.391071,1,1.0,0.391071,False
ORDERS.28,orders_df.14,0,0,1,1,0.391065,1,1.0,0.391065,False
ORDERS.34,ORDERS.67,0,0,1,1,0.391065,1,1.0,0.391065,False
ORDERS.2,ORDERS.67,0,0,1,1,0.391064,1,1.0,0.391064,False
ORDERS.67,orders_df.9,0,0,1,1,0.391047,1,1.0,0.391047,False
ORDERS.67,orders_df.10,0,0,1,1,0.391034,1,1.0,0.391034,False
orders_df.14,prod_df.25,0,0,1,1,0.391009,1,1.0,0.391009,False
ORDERS.9,orders_df.67,0,0,1,1,0.391004,1,1.0,0.391004,False
ORDERS.10,orders_df.67,0,0,1,1,0.391,1,1.0,0.391,False
ORDERS.9,orders_df.73,0,0,1,1,0.390987,1,1.0,0.390987,False
ORDERS.14,orders_df.28,0,0,1,1,0.390985,1,1.0,0.390985,False
ORDERS.10,orders_df.73,0,0,1,1,0.390984,1,1.0,0.390984,False
orders_df.25,prod_df,0,7,6,1,0.390947,1,1.0,0.390947,False
ORDERS.10,ORDERS.5,0,0,1,1,0.390926,1,1.0,0.390926,False
ORDERS.73,ORDERS.9,0,0,1,1,0.390905,1,1.0,0.390905,False
