CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
15350,Hickory Flat,25,POINT (-89.188404 34.6159327),601,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15351,Hickory Grove,42,POINT (-81.4164751 34.9831881),440,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15352,Hickory Grove,34,POINT (-80.7206246 35.2287547),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15353,Hickory Grove,52,POINT (-90.6087371 43.0738761),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15354,Hickory Hill,39,POINT (-75.920776 39.7484431),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15355,Hickory Hills,14,POINT (-87.825055 41.7255879),14049,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15356,Hickory Plains,4,POINT (-91.7368032 34.9900884),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15357,Hickory Ridge,4,POINT (-90.9965085 35.3973063),272,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15358,Hickory Valley,44,POINT (-89.1278432 35.1536974),99,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15359,Hickory Withe,44,POINT (-89.5886895 35.2439759),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15360,Hickox,11,POINT (-81.9965043 31.1505026),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15361,Hicks,19,POINT (-93.0159912 31.184905),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15362,Hickson,35,POINT (-96.8103604 46.669408),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15363,Hicksville,36,POINT (-84.7619032 41.293106),3581,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15364,Hicksville,33,POINT (-73.5251253 40.7684331),41547,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15365,Hico,19,POINT (-92.7137631 32.7448687),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15366,Hico,51,POINT (-81.0056551 38.1173327),272,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15367,Hico,45,POINT (-98.0336454 31.9829253),1379,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15368,Hidalgo,45,POINT (-98.2630684 26.1003547),11198,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15369,Hidalgo,14,POINT (-88.1469826 39.1558732),106,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15370,Hidden Hills,5,POINT (-118.6523096 34.1602832),1856,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15371,Hidden Spring,13,POINT (-116.2512553 43.7198879),2280,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15372,Hidden Timber,43,POINT (-100.4215204 43.2294499),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15373,Hidden Valley,15,POINT (-84.8430067 39.1622786),5387,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15374,Hidden Valley Lake,5,POINT (-122.5583155 38.8079573),5579,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15375,Hiddenite,34,POINT (-81.0906356 35.9037438),536,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15376,Hideaway,45,POINT (-95.4574572 32.49042),3083,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15377,Hide-A-Way Hills,36,POINT (-82.4771011 39.6547877),794,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15378,Hideout,46,POINT (-111.410756 40.638044),656,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15379,Higbee,26,POINT (-92.5126805 39.3047584),568,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15380,Higden,4,POINT (-92.2032085 35.5734108),120,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15381,Higganum,7,POINT (-72.5570348 41.4970432),1698,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15382,Higgins,45,POINT (-100.0242899 36.1197639),397,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15383,Higginson,4,POINT (-91.7126368 35.1948081),621,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15384,Higginsport,36,POINT (-83.9674286 38.7897929),251,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15385,Higginsville,26,POINT (-93.7171621 39.0725121),4797,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15386,Higgston,11,POINT (-82.4670747 32.2165732),323,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15387,High Amana,16,POINT (-91.9382346 41.8033392),115,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15388,High Bridge,18,POINT (-84.7182792 37.8242448),242,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15389,High Bridge,52,POINT (-90.7362963 46.3888384),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15390,High Bridge,31,POINT (-74.8957231 40.6670454),3648,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15391,High Falls,33,POINT (-74.1262549 41.8267597),627,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15392,High Hill,26,POINT (-91.3834923 38.8783763),195,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15393,High Island,45,POINT (-94.3935217 29.5668955),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15394,High Landing,24,POINT (-95.8086295 48.0494061),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15395,High Point,26,POINT (-92.5907449 38.4844718),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15396,High Point,34,POINT (-80.0053176 35.9556924),104371,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15397,High Ridge,26,POINT (-90.5365126 38.4589432),4305,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15398,High Rock,34,POINT (-80.2211637 35.5968057),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15399,High Rock,50,POINT (-121.982624 47.8128772),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15400,High Rolls,32,POINT (-105.8355422 32.950923),834,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15401,High Shoals,34,POINT (-81.2023016 35.4026352),696,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15402,High Springs,10,POINT (-82.5967832 29.8269064),5350,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15403,Highbank,45,POINT (-96.8335946 31.1699032),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15404,Highcliff,39,POINT (-80.0503333 40.5267351),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15405,Highfield,21,POINT (-77.4945662 39.7135928),1112,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15406,Highfill,4,POINT (-94.3577108 36.2614675),583,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15407,Highgate Center,47,POINT (-73.0434642 44.9389321),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15408,Highgrove,5,POINT (-117.3333772 34.0158479),3988,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15409,Highland,4,POINT (-91.5240287 36.2759002),1045,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15410,Highland,36,POINT (-83.5974203 39.3445075),254,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15411,Highland,15,POINT (-87.451984 41.5536469),23727,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15412,Highland,33,POINT (-73.9601382 41.7209267),5647,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15413,Highland,52,POINT (-90.3798465 43.0466579),842,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15415,Highland,17,POINT (-95.2696985 39.8597208),1012,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15416,Highland,14,POINT (-89.6712008 38.7394918),9919,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15417,Highland,24,POINT (-91.7193412 47.2049268),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15419,Highland,21,POINT (-76.9574762 39.1789958),1034,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15420,Highland,10,POINT (-82.045663 30.1124613),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15422,Highland,5,POINT (-117.2086513 34.1283442),53104,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15423,Highland,46,POINT (-111.7702084 40.4499502),15523,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15424,Highland Beach,21,POINT (-76.4657918 38.9303911),96,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15425,Highland Beach,10,POINT (-80.0655977 26.3995204),3539,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15426,Highland Center,16,POINT (-92.3532399 41.1264025),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15427,Highland City,10,POINT (-81.8778596 27.9653015),10834,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15428,Highland Falls,33,POINT (-73.9662504 41.3692605),3900,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15429,Highland Haven,45,POINT (-98.3958605 30.6082428),431,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15430,Highland Heights,36,POINT (-81.4784522 41.5519954),8345,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15431,Highland Heights,18,POINT (-84.4518854 39.0331169),6923,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15432,Highland Hills,36,POINT (-81.51901 41.4483869),1130,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15433,Highland Hills,14,POINT (-88.004509 41.8491966),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15434,Highland Home,1,POINT (-86.3138546 31.9534835),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15435,Highland Lake,22,POINT (-71.3097782 42.1264871),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15436,Highland Lake,31,POINT (-74.4687681 41.1773178),4933,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15437,Highland Lake,1,POINT (-86.4197059 33.8850986),412,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15438,Highland Mills,33,POINT (-74.126256 41.3470382),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15439,Highland Mills,11,POINT (-84.2827015 33.2778919),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15440,Highland Park,45,POINT (-96.7919454 32.8334607),8564,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15441,Highland Park,10,POINT (-81.5617427 27.8650254),230,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15442,Highland Park,31,POINT (-74.4243178 40.4959379),13982,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15443,Highland Park,23,POINT (-83.096868 42.4055925),11776,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15444,Highland Park,39,POINT (-77.5680491 40.6209053),1380,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15445,Highland Park,14,POINT (-87.8003438 42.1816919),29763,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15446,Highland Springs,49,POINT (-77.3277568 37.5459791),15711,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15447,Highland View,10,POINT (-85.3157519 29.837986),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15448,Highland Village,45,POINT (-97.0466759 33.091788),15056,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15449,Highlands,5,POINT (-122.3438596 37.5199379),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15450,Highlands,31,POINT (-73.991527 40.40372),5005,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15451,Highlands,45,POINT (-95.0560404 29.818836),7522,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15452,Highlands,34,POINT (-83.1968173 35.0525909),924,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15453,Highlands-Baywood Park,5,POINT (-122.344766 37.522645),4027,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15454,Highlandville,16,POINT (-91.6684805 43.4421928),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15455,Highlandville,26,POINT (-93.2804626 36.9328335),911,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15456,Highmore,43,POINT (-99.4415007 44.5213731),795,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15457,Highpoint,10,POINT (-82.7128781 27.9169666),5195,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15458,Highpoint,25,POINT (-89.1461762 33.1881814),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15459,Highspire,39,POINT (-76.7910821 40.2109244),2399,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15460,Hightstown,31,POINT (-74.5232089 40.2695538),5494,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15461,Hightsville,34,POINT (-77.9316542 34.2696139),739,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15462,Highview,18,POINT (-85.6241254 38.1428455),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15463,Highwood,27,POINT (-110.7902233 47.583579),176,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15464,Highwood,14,POINT (-87.8092335 42.1997468),5405,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15465,Highwoods,15,POINT (-86.1833217 39.8442083),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15466,Higley,3,POINT (-111.7209689 33.3072727),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15467,Hiko,29,POINT (-115.2241887 37.5969036),119,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15468,Hiland,53,POINT (-107.3489569 43.1152394),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15469,Hiland Park,10,POINT (-85.6268714 30.2010339),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15470,Hilbert,52,POINT (-88.1639909 44.1402681),1132,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15471,Hilburn,45,POINT (-102.0904625 34.3656281),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15472,Hilda,42,POINT (-81.2470497 33.273487),447,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15473,Hildale,46,POINT (-112.9668812 37.0035953),2726,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15474,Hildebran,34,POINT (-81.4220334 35.7140208),2023,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15475,Hilden,10,POINT (-81.4400816 30.0657991),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15476,Hildreth,28,POINT (-99.0436967 40.337235),378,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15477,Hiles,52,POINT (-88.9773414 45.7038492),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15478,Hilgard,38,POINT (-118.2280021 45.3520742),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15479,Hilger,27,POINT (-109.3599017 47.2538666),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15480,Hill,30,POINT (-71.7009115 43.5242417),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15481,Hill City,13,POINT (-115.0511807 43.3004541),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15482,Hill City,43,POINT (-103.575193 43.9324855),948,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15483,Hill City,24,POINT (-93.5985615 46.9932847),633,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15484,Hill City,17,POINT (-99.8420649 39.3647281),1474,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15485,Hill Country Village,45,POINT (-98.4908512 29.5824497),985,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15486,Hill Top,18,POINT (-83.8390884 38.3603546),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15487,Hilland,43,POINT (-101.8565367 44.282763),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15488,Hillandale,21,POINT (-76.9741424 39.0264985),6043,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15489,Hillburn,33,POINT (-74.1693119 41.1239845),951,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15490,Hillcrest,33,POINT (-74.0409743 41.1278734),7558,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15491,Hillcrest,14,POINT (-89.0645413 41.9511398),1326,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15492,Hillcrest,45,POINT (-95.259379 29.3927369),730,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15493,Hillcrest Heights,10,POINT (-81.530631 27.8211378),254,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15494,Hillcrest Heights,21,POINT (-76.9594189 38.8328909),16469,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15495,Hillemann,4,POINT (-91.0890106 35.12259),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15496,Hiller,39,POINT (-79.9008808 40.0103522),1155,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15497,Hillhouse,25,POINT (-90.81816 34.1256627),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15498,Hilliard,36,POINT (-83.1582451 40.0333961),28435,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15499,Hilliard,10,POINT (-81.9173334 30.691068),3086,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15500,Hilliards,39,POINT (-79.8333856 41.0858954),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15501,Hillister,45,POINT (-94.3813066 30.6677037),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15502,Hillman,23,POINT (-83.9011064 45.0591766),701,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15503,Hillman,24,POINT (-93.8938677 46.0041301),38,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15504,Hillrose,6,POINT (-103.521889 40.3258129),264,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15505,Hills,24,POINT (-96.3586467 43.5280277),686,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15506,Hills,16,POINT (-91.5348875 41.5541855),703,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15507,Hills and Dales,36,POINT (-81.4448384 40.82978),221,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15508,Hills Prairie,45,POINT (-97.2919358 30.0516079),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15509,Hillsboro,18,POINT (-83.6588043 38.293411999999996),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15510,Hillsboro,27,POINT (-108.2328935 45.0999561),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15511,Hillsboro,45,POINT (-97.1300061 32.0109886),8456,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15512,Hillsboro,38,POINT (-122.989827 45.5228939),91611,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15513,Hillsboro,11,POINT (-83.6410056 33.1798525),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15514,Hillsboro,32,POINT (-107.566974 32.9209072),124,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15515,Hillsboro,44,POINT (-85.9702614 35.4125782),450,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15516,Hillsboro,25,POINT (-89.5114581 32.4593085),1130,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15517,Hillsboro,15,POINT (-87.1855649 40.1089287),538,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15518,Hillsboro,1,POINT (-87.1916834 34.639258),552,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15519,Hillsboro,16,POINT (-91.7157202 40.8366959),180,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15520,Hillsboro,14,POINT (-89.4936989 39.1611586),6207,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15521,Hillsboro,36,POINT (-83.611587 39.2022866),6605,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15522,Hillsboro,26,POINT (-90.5629034 38.2322766),2821,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15523,Hillsboro,21,POINT (-75.9388267 38.9167802),161,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15524,Hillsboro,49,POINT (-77.7227706 39.1981588),80,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15525,Hillsboro,51,POINT (-80.2131261 38.1353972),260,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15526,Hillsboro,17,POINT (-97.2044723 38.3519556),2993,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15527,Hillsboro,35,POINT (-97.0620308 47.4038683),1603,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15528,Hillsboro,52,POINT (-90.3440178 43.6521958),1417,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15529,Hillsboro Beach,10,POINT (-80.0789318 26.2939687),1875,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15530,Hillsborough,34,POINT (-79.0997348 36.0754183),6087,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15531,Hillsborough,30,POINT (-71.8992022 43.1141021),1976,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15532,Hillsborough,5,POINT (-122.3794163 37.5741032),10825,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15533,Hillsdale,37,POINT (-98.0152333885 36.5670344006),121,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15534,Hillsdale,53,POINT (-104.4774611 41.2127586),47,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15535,Hillsdale,17,POINT (-94.8502396 38.6597333),229,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15536,Hillsdale,34,POINT (-80.4395002 36.0051365),984,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15537,Hillsdale,15,POINT (-87.3902947 39.7858714),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15538,Hillsdale,33,POINT (-73.5259511 42.1789784),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15539,Hillsdale,52,POINT (-91.8596188 45.3157932),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15540,Hillsdale,31,POINT (-74.0404175 41.0025975),10219,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15541,Hillsdale,23,POINT (-84.6305101 41.9200472),8305,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15542,Hillsdale,14,POINT (-90.1728998 41.6136437),523,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15543,Hillsdale,26,POINT (-90.2840025 38.6833845),1478,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15544,Hillside,14,POINT (-87.9028398 41.8778084),8157,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15545,Hillside,31,POINT (-74.2301459 40.701213),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15546,Hillside,3,POINT (-112.9171296 34.4183566),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15547,Hillside,6,POINT (-105.6116699 38.2652764),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15548,Hillside Manor,33,POINT (-73.6729077 40.7503793),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15549,Hillsmere Shores,21,POINT (-76.4949597 38.940113),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15550,Hillsview,43,POINT (-99.5584513 45.6647023),3,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15551,Hillsville,49,POINT (-80.7347947 36.7626282),2681,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15552,Hilltop,24,POINT (-93.2474478 45.0532988),744,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15553,Hilltop,45,POINT (-99.1758669 28.6930347),287,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15554,Hilltop,17,POINT (-96.0397152 38.0555809),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15555,Hilltop Lakes,45,POINT (-96.2038502 31.0793515),1101,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15556,Hillview,24,POINT (-95.2578077 46.6802377),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15557,Hillview,14,POINT (-90.5412356 39.4506034),193,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15558,Hillview,18,POINT (-85.6855146 38.0697889),8172,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15559,Hilmar,5,POINT (-120.8502035 37.4085479),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15560,Hilo,12,POINT (-155.0868273 19.722474),43263,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15561,Hilshire Village,45,POINT (-95.4891081 29.7907833),746,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15562,Hilt,5,POINT (-122.6233613 41.994859),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15563,Hilton,33,POINT (-77.7933423 43.2881161),5886,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15564,Hilton Head Island,42,POINT (-80.752608 32.216316),37099,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15565,Hiltonia,11,POINT (-81.658166 32.883494),342,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15566,Hinchcliff,25,POINT (-90.2737046 34.3098322),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15567,Hinckley,20,POINT (-69.6325485 44.6856193),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15568,Hinckley,46,POINT (-112.6710613 39.3249554),696,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15569,Hinckley,14,POINT (-88.640913 41.7689183),2070,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15570,Hinckley,24,POINT (-92.9443707 46.0113409),1800,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15571,Hindman,18,POINT (-82.9804414 37.3359313),777,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15572,Hindsboro,14,POINT (-88.1336515 39.6850336),313,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15573,Hindsville,4,POINT (-93.8621399 36.1442426),61,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15574,Hi-Nella,31,POINT (-75.0243357 39.8356695),870,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15575,Hines,38,POINT (-119.0810482 43.5640385),1563,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15576,Hines,10,POINT (-83.2365236 29.7393928),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15577,Hines,24,POINT (-94.6327525 47.6860653),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15578,Hines,52,POINT (-91.9082456 46.542996),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15579,Hinesburg,47,POINT (-73.110679 44.3292199),658,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
15580,Hineston,19,POINT (-92.7587591 31.1435182),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
